gene
LYS9
EGO4
SLZ1
PCL1
YNL208W
THO2
YGP1
YNL018C
YNL046W
YNL054W-B
RCY1
EFM3
GZF3
SWE1
YJL086C
CYC1
HSP150
BUD4
IRC8
HIR3
tR(ACG)J
PRY1
VPS53
MET3
SFC1
BCK1
INO1
ARG3
SMC3
CIS3
MET5
DAL5
CPA2
OPT1
ACO2
URA8
FAR1
KAR2
RAD26
IRT1
OPI3
YJL028W
URB2
ANB1
URA2
BIR1
KHA1
AAD10
YJL133C-A
IML2
ELO1
SRS2
RSF2
MSN4
GLG1
YKL183C-A
JEN1
MTD1
YKL065W-A
PRY2
YKL153W
PTR2
MNN4
DYN1
LAS1
PIR3
FAT3
COY1
STE6
KTR2
CWP1
PCK1
HAP4
YKL102C
URA1
SEG2
MET1
SRY1
GAP1
SET3
UBP11
BUD2
ECM4
ASH1
HSL1
MDM35
YKL050C
YKR015C
ESL2
PIR1
GPX1
MIF2
MSA2
RCN1
YKR075C
PHD1
MET14
YKR040C
DAL80
SRL3
YKL023W
YKR023W
TIR1
snR53
BRR2
PRP22
YER147C-A
UBP5
"ARG5,6"
FTR1
ECM32
TDA2
SPI1
PMD1
RNR1
URA3
PRB1
SER3
TSC11
SIT1
SSA4
ZRG8
CYC7
SAK1
COG3
FIR1
RGI1
SCR1
YER006C-A
YAT2
ICL1
YER158C
TMT1
YER145C-A
DSE1
SRG1
ACA1
YER119C-A
CIN8
YER091C-A
MRX1
PET117
MNN1
MET6
HXT1
ANS1
DSE2
GUT1
RTT107
KOG1
NAM8
SET1
AIM17
HXT5
MIP6
HXT4
LAM4
YHL045W
PHO12
YHR095W
MSH1
ECM29
YHR177W
SPO13
RTC3
VMR1
STE20
ARG4
APM2
YHR217C
LAM1
SPS100
DUR3
WSC4
YHI9
ARO9
KEL1
CRG1
IMD2
MYO1
SPL2
PRM5
YIL165C
PIG2
AIM20
RPI1
IRR1
OM45
YIL066W-A
SIM1
SLN1
RGI2
LYS1
YIL102C-A
SDS3
DAL7
AXL2
DAL2
GUT2
YIL152W
snR68
DAL81
YIL053W
ESL1
YIL059C
YIR024C
MET28
KGD1
TPM2
ASG1
SUC2
DAL4
DSN1
MSL1
HOP1
BAR1
KCC4
CIT2
GID7
BPH1
HSP30
PAU3
YCL001W-B
GIT1
HIS4
SUP61
YCL048W-A
SRD1
LEU2
SSK22
YCR085W
VAC17
CHA1
MRC1
TUP1
snR189
BUD3
ADY2
YCL001W-A
YFL031C-A
STE2
HXT10
tK(CUU)F
MIL1
EPL1
RUF23
AAD6
MSH4
ULI1
YFL012W
RIM15
SMC1
BUD27
MET10
AGX1
HXK1
HAC1
FAB1
GSY1
YFR052C-A
YFR016C
LTE1
GDH3
YAT1
TFC3
YAL016C-A
ACS1
SEO1
SSA1
YAL037C-B
BDH2
YAL004W
PAU8
SWH1
AI4
SCEI
AI5_ALPHA
COX3
Q0010
Q0255
VAR1
AI5_BETA
COX2
tC(GCA)Q
tG(UCC)Q
COB
RPM1
AI2
tY(GUA)Q
BI3
tW(UCA)Q
BI2
BI4
AI1
ATP6
tR(UCU)Q1
AI3
COX1
tP(UGG)Q
