,dglucose,rich_media,ros,30c,osmolytes,ancestry,shuffled
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.3608635109252285,0.05425682833823614,0.12105867699011796,0.21694351708702117,0.24270719568495816,0.0,0.031513201599067585
2,0.7407533694866243,0.07694202983816428,0.2529263174353646,0.40201054012852766,0.47263167712125814,0.0,0.06061259267919054
3,0.8380130055541942,0.2627390420541967,0.4644352763379666,0.5980733814051316,0.5770054852728838,0.0,0.09448009750236219
4,0.8685872373401153,0.6607103159904544,0.7374341603814623,0.7271482879911669,0.677334337970029,0.0,0.12870012921068083
5,0.953855971944813,0.8645358969789022,0.7785919984045938,0.7425595701455604,0.7474675915613703,0.0,0.15850351408229627
6,0.9658383079677108,0.9795237479226224,0.7886751427634673,0.7889986169818229,0.924730772792076,0.0,0.19681962750308954
7,0.9861079688401179,0.9823741822259288,0.7926418227156106,0.8233455788971599,0.955481361498018,0.0,0.23002530488938322
8,0.9905731790535443,0.989662907363706,0.7993679424983929,0.9018171085459717,0.9686436119648181,0.0,0.2602655079959662
9,0.9958031639302632,0.9922602643643904,0.8075097619779008,0.93548778188228,0.9722397149470398,0.0,0.29366347733162596
10,0.9966036908111233,0.9935549597962252,0.8081662803735977,0.9420282706895572,0.9732791760474441,0.0,0.3201647107000953
11,0.997174628557003,0.993967383087449,0.826726574621469,0.9458698822612571,0.9749994120886818,0.0,0.35107191664144666
12,0.9974740628482416,0.9946354923637855,0.8506361967396282,0.9470973592972803,0.9812362078500733,0.0,0.38285803273608904
13,0.9978155761425977,0.996050249889885,0.8694048140811198,0.9491329485304397,0.9885146211451232,0.0,0.42112339192475606
14,0.9980581842092192,0.9970573805460882,0.8767701345017954,0.9516579625834054,0.9937162814361402,0.0,0.4558647405199794
15,0.9981291483697632,0.9980212638823814,0.8853292037395598,0.9644307323033202,0.9947646361572272,0.0,0.4922581871881302
16,0.9982034528025769,0.9982866248073704,0.8955480209190353,0.9781273603019792,0.9950541423479385,0.0,0.5272145849811777
17,0.9982276584164332,0.9985699809864791,0.9016669939397474,0.9906273913575725,0.9965294080074566,0.0,0.5599762879022495
18,0.9982474937180227,0.9986316642212608,0.9136400003592345,0.9910708997534675,0.996907885816228,0.0,0.5879927877556875
19,0.9983443033643207,0.9989258576589354,0.935874646086325,0.9916347301227812,0.9974081522105722,0.0,0.6166982546081955
20,0.998544601023359,0.9990816782719939,0.9523112416910734,0.9923460733764654,0.9978991799487972,0.0,0.6563464105174848
21,0.9991656941783614,0.9992004264698843,0.9755580219316785,0.9942875460763725,0.998835161434877,0.0,0.6838237718841841
22,0.9993045876930284,0.9992268047022931,0.9883756159119624,0.9968723764821042,0.9993396917648433,0.0,0.722075463135852
23,0.9994557296322903,0.9993950688357943,0.9920320210910841,0.9984506609748403,0.9995052138272579,0.0,0.7539728703426439
24,0.99982569230403,0.9996536087540333,0.9924386634960175,0.9987865257505987,0.999674895438127,0.0,0.7919378359141177
25,0.9999064148983754,0.9999032502258013,0.9928150544157767,0.9988833019419125,0.9997665891040306,0.0,0.8254832947851464
26,0.9999285015847339,0.9999310345399058,0.9932903044375673,0.9990280500535076,0.9998752309054408,0.0,0.857805165136957
27,0.9999516716734993,0.9999407669634562,0.9938246970772112,0.9991171006801686,0.9999368843706815,0.0,0.8909481056484037
28,0.9999624846305067,0.9999534958322539,0.9943098958341746,0.9992458142286846,0.9999572916094633,0.0,0.9253002044527762
29,0.9999795291015577,0.9999813265946546,0.9961033294577493,0.9995472665237961,0.9999737096830609,0.0,0.957498815013074
30,1.0,1.0,1.0,1.0,1.0,0.0,1.0
