,dglucose,rich_media,ros,30c,osmolytes,ancestry,shuffled
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.12804922363691268,0.02756567566213501,0.034854946786898024,0.037273583205891234,0.035801867314027895,0.0,0.003118950483402876
2,0.006979280588875182,0.033567375497122534,0.07287352149488122,0.052406951072107695,0.010762775895383958,0.0,0.001695582074561343
3,0.005307328453734234,0.015157921679656437,0.06397606899277129,0.0522260996962194,0.011865007416341982,0.0,0.0036972504245511273
4,0.003907295971823207,0.010122201735864204,0.0630952846481234,0.049069614431021355,0.0016784930614545013,0.0,0.004640105404236161
5,0.0034080063036256544,0.0005188186973142953,0.0772894454973193,0.03983553677178874,0.0022592481185440263,0.0,0.004485598284633634
6,0.0030960942047372274,0.0005006356874706328,0.07577456796069984,0.02161786090959121,0.001478913676004306,0.0,0.006301287261584419
7,0.0016476831865638952,0.0004225963244449066,0.07516483285621962,0.00857084097332062,0.0014139274873271209,0.0,0.00789709454320326
8,0.0014798973853472391,0.00041609574445328955,0.07407136841705955,0.008408468214274592,0.0015192783886960736,0.0,0.009782648769556835
9,0.0009788919855233814,0.00040466292504323854,0.0750931569442811,0.008264585086831498,0.0014985957801118472,0.0,0.007791523557541285
10,0.0005117708176450856,0.00028223410409672323,0.06203164976733454,0.008219120033645487,0.0015231908458558916,0.0,0.007708776175383855
11,0.000489873737702779,0.00023475190927271127,0.04765837440924423,0.0068412373193971,0.0009809162172051283,0.0,0.009491887902431571
12,0.00046154291245385966,0.0002504085006282673,0.03676592173245122,0.004572004646225378,0.001210918938078673,0.0,0.010707847201757738
13,0.0002903682291520932,0.00024767812299189936,0.031984311651184455,0.0017933179030144883,0.0010832565492315221,0.0,0.010154006976745376
14,0.0002590202968289242,0.0002371698290682074,0.01925330756021668,0.0015184333451343025,0.0006543870300174132,0.0,0.010480373715977603
15,0.00022718266725335433,0.00015031143436967264,0.00794721060758014,0.0010552414623198323,0.00017094433642066918,0.0,0.0112623239631368
16,0.00022161668909633287,0.00012622597131312983,0.004813113447684289,0.0011087381132277147,0.00015991686871200822,0.0,0.011204034140357668
17,0.00019717169346684336,0.00011137454974662957,0.0036970225526848166,0.0005033358899882885,0.00014430776425316096,0.0,0.01192542637325496
18,0.00011929750711885176,5.226972645871058e-05,0.0035358349081779893,0.00034070772513279543,0.0001421628641390596,0.0,0.011150662756506141
19,2.6737628654982944e-05,2.0073694779933404e-05,0.0036717073410332075,0.0002731676802618768,3.062324967262331e-05,0.0,0.010770770583373631
20,2.2940717099574536e-05,1.1126646720919716e-05,0.002972620044789837,0.00016647285615687722,3.118695165389334e-05,0.0,0.012524601886171768
21,2.0696501346504577e-05,1.0849101688286373e-05,0.0026399562221686235,0.0001724902723769019,3.6022521365894056e-05,0.0,0.012600573124031917
22,1.864713918788003e-05,8.904245259363352e-06,0.002167980147809093,0.00011074797453128723,3.189043787331918e-05,0.0,0.009168611398808927
23,1.6302634498984787e-05,9.288738570026453e-06,0.0019731415353249496,6.860926109231871e-05,9.394909353273986e-06,0.0,0.009280606674158932
24,1.3499779850875917e-05,7.504945511400952e-06,0.0018417908857881458,4.864771356509345e-05,6.663341790658071e-06,0.0,0.006550180491778491
25,1.140441570202621e-05,7.166271770077213e-06,0.0018231581974959006,4.722689570941876e-05,5.589076135442598e-06,0.0,0.006390381508320016
26,9.226111698348656e-06,7.578198053983604e-06,0.0018222411270148375,4.448266288262714e-05,4.355092399921781e-06,0.0,0.006333852420082587
27,6.9594522444365794e-06,4.676764829921457e-06,0.001770742025253837,4.711387945160555e-05,4.370354748591632e-06,0.0,0.007319850426700015
28,4.842522709393636e-06,4.621321145274444e-06,0.001568368711692733,4.402063071787315e-05,3.632289699631865e-06,0.0,0.008252208095918754
29,2.575569960102512e-06,3.894889806246778e-06,0.000815257970745301,2.250072696051307e-05,3.3636008526559664e-06,0.0,0.004647315526811312
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
