X,Y_anc_sceg-30,Y_anc_sceg-37,Y_anc_sdc,Y_anc_sdc-37,Y_anc_sdc-diam,Y_anc_sdc-h2o2,Y_anc_sdc-kcl,Y_anc_sdc-kcl-diam,Y_anc_sdc-kcl-h2o2,Y_anc_sdc-sorb,Y_anc_ypd,Y_anc_ypd-37,Y_anc_ypd-diam,Y_anc_ypd-h2o2,Y_anc_ypd-kcl,Y_anc_ypd-kcl-diam,Y_anc_ypd-kcl-h2o2,Y_anc_ypd-sorb,Y_anc_ypeg-30,Y_anc_ypeg-37
-4.237385,4.8543386,,,,,,,,,,,,,,,,,,,
-4.490521,5.3362074,,,,,,,,,,,,,,,,,,,
-3.6435614,5.1334624,,,,,,,,,,,,,,,,,,,
-5.1827574,5.0217023,,,,,,,,,,,,,,,,,,,
-4.2008257,7.3012176,,,,,,,,,,,,,,,,,,,
-4.9216843,5.260488,,,,,,,,,,,,,,,,,,,
-4.9625373,4.1782312,,,,,,,,,,,,,,,,,,,
-3.114826,5.0687304,,,,,,,,,,,,,,,,,,,
-5.354964,4.017937,,,,,,,,,,,,,,,,,,,
-4.2788324,6.0538754,,,,,,,,,,,,,,,,,,,
-3.3739517,3.1897848,,,,,,,,,,,,,,,,,,,
-4.9775896,4.7814384,,,,,,,,,,,,,,,,,,,
-4.0447206,5.0800962,,,,,,,,,,,,,,,,,,,
-4.9576087,4.55212,,,,,,,,,,,,,,,,,,,
-3.8405478,3.4791405,,,,,,,,,,,,,,,,,,,
-3.7658856,3.5024064,,,,,,,,,,,,,,,,,,,
-5.2894974,3.8091645,,,,,,,,,,,,,,,,,,,
-1.7180076,2.37947,,,,,,,,,,,,,,,,,,,
-4.533309,3.432993,,,,,,,,,,,,,,,,,,,
-2.9870794,3.5759952,,,,,,,,,,,,,,,,,,,
-4.310291,6.7564974,,,,,,,,,,,,,,,,,,,
-4.323411,4.921111,,,,,,,,,,,,,,,,,,,
-4.38618,7.054119,,,,,,,,,,,,,,,,,,,
-4.292802,4.3762207,,,,,,,,,,,,,,,,,,,
-4.208702,4.7887897,,,,,,,,,,,,,,,,,,,
-4.332033,3.4484951,,,,,,,,,,,,,,,,,,,
-3.5983784,4.278334,,,,,,,,,,,,,,,,,,,
-5.4872527,5.836685,,,,,,,,,,,,,,,,,,,
-3.9593818,4.150761,,,,,,,,,,,,,,,,,,,
-5.5913234,6.52787,,,,,,,,,,,,,,,,,,,
-3.3777466,3.7528992,,,,,,,,,,,,,,,,,,,
5.3233013,0.5160786,,,,,,,,,,,,,,,,,,,
-5.377892,6.630208,,,,,,,,,,,,,,,,,,,
-3.5459557,5.8848495,,,,,,,,,,,,,,,,,,,
-3.0048654,5.625809,,,,,,,,,,,,,,,,,,,
-4.558962,5.4352207,,,,,,,,,,,,,,,,,,,
-4.1393704,5.3866343,,,,,,,,,,,,,,,,,,,
-2.1233008,7.5701904,,,,,,,,,,,,,,,,,,,
-3.6909964,4.507023,,,,,,,,,,,,,,,,,,,
-5.4863453,4.2404027,,,,,,,,,,,,,,,,,,,
-5.4509907,5.8430634,,,,,,,,,,,,,,,,,,,
