,dglucose,rich_media,ros,30c,osmolytes,ancestry,shuffled
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6250109807575012,0.06962219066663385,0.22169307901525234,0.4730680724424901,0.2566851085416579,0.0,0.036041479748468296
2,0.9532652088955027,0.36146196939675307,0.4645891990264321,0.7122669916595724,0.6012988798778612,0.0,0.0693608080478537
3,0.9767537746894844,0.6959581644727528,0.6654151781599279,0.7425816845148,0.8102610858680399,0.0,0.09840063747988387
4,0.978911629185851,0.871047086419233,0.6944902536575049,0.804656964033109,0.9800442458819864,0.0,0.13136457657341608
5,0.9825700849964288,0.9828476036718791,0.7581054549348226,0.9114516411604736,0.9857428460460107,0.0,0.16847817006650942
6,0.984373942369117,0.9836577013061575,0.7864362393526201,0.9451261542072528,0.9868531061414979,0.0,0.2052068949835869
7,0.9919254487444688,0.9845098080402668,0.8122189567907839,0.9728819358194651,0.9883187707327717,0.0,0.24033396235253543
8,0.9956623597079588,0.987173284432663,0.8162825104673965,0.9804677458405876,0.9909244210855953,0.0,0.2693838115727492
9,0.9982952767208948,0.9878183097952528,0.8213839985877264,0.9817485273232395,0.991710929021183,0.0,0.3029260501353393
10,0.9986806166501361,0.9935900734092157,0.8372353809241674,0.9823133317956941,0.9924831890513298,0.0,0.33395656755191755
11,0.9987180474522019,0.995229229379587,0.8617619871122585,0.985457500967176,0.9967258239720153,0.0,0.3646612513916363
12,0.9987887956982647,0.9971842959731566,0.9094886330122057,0.9889891332483466,0.997709776616731,0.0,0.3968404035615043
13,0.998953412735147,0.997229416217857,0.9467500733235643,0.994772688444221,0.9980881807168829,0.0,0.4269541599254611
14,0.998984001577338,0.997350476938756,0.9729124537124839,0.9955063844485535,0.9984059765540039,0.0,0.46021286809928474
15,0.9990938887934263,0.9975275806201908,0.9824441865858521,0.9969136728633067,0.999178097918902,0.0,0.4955548282044433
16,0.9991880102331598,0.9982902585105239,0.9866410887129048,0.9974639874519782,0.9997758736576184,0.0,0.5315584509172733
17,0.9992754331418457,0.998648152137353,0.9899512156350297,0.99830428869552,0.999821868089858,0.0,0.5622670252112062
18,0.99971307842199,0.999086403876852,0.9925682538862182,0.998524608162875,0.9998502922739823,0.0,0.5927759514063226
19,0.9999342797975775,0.9994262090055109,0.995339800016521,0.9990349387645518,0.9998723423457768,0.0,0.6259549790168317
20,0.999943480073855,0.9996076606163835,0.996309148856556,0.9992396970605365,0.9998855353871599,0.0,0.6609149810487305
21,0.999948950127398,0.9996336683538432,0.9971275705805928,0.9993414730437816,0.9998966635950337,0.0,0.6953253729386017
22,0.9999537299585902,0.9997115160879014,0.9977379456726189,0.9994396861131046,0.9999388289914327,0.0,0.7354905122039536
23,0.9999581765078687,0.9997603421254628,0.9982847143146404,0.9995304712157554,0.9999532726010637,0.0,0.7691285625861214
24,0.9999631939578434,0.9998031091639406,0.9988830365272553,0.9996025869335373,0.9999602372484375,0.0,0.8037283738838381
25,0.9999680461865443,0.9998291717924825,0.9990857951325661,0.9996596971702135,0.9999669784432577,0.0,0.8412564348329857
26,0.9999719559747328,0.9998622068801732,0.9992796257703994,0.9997201455130295,0.9999734826147352,0.0,0.8738636673643242
27,0.99997666313467,0.9999039417387207,0.9994725887253635,0.99976813670086,0.9999799231062204,0.0,0.9050763534423719
28,0.9999881264983533,0.9999427912485254,0.9996297367748425,0.9998432094272323,0.9999858479591247,0.0,0.9399263435131396
29,0.9999954609194187,0.99995763056952,0.9998335262224489,0.9999029405050633,0.999992440363915,0.0,0.9703941769320124
30,1.0,1.0,1.0,1.0,1.0,0.0,1.0
