gene
NUM1
LYS20
YHP1
snR84
YDR034W-B
HEH2
SED1
SCC2
HXT6
OMS1
MET32
GYP7
SAC3
RRG1
RAD61
SNM1
BDF2
VAM6
YSP2
STL1
IWR1
GPD1
SSN2
USO1
ITR1
VPS72
RTN2
CHL4
YDL124W
HO
HSP78
NGG1
ARO10
PRP3
SAM2
YDL185C-A
YDR344C
SWR1
DNF2
YDR286C
HEM13
CTA1
PST1
SHE9
GMC1
PSA1
HXT7
RPN4
PHO92
CCC2
NOP14
GIN4
MCD1
HSP42
ADY3
NDE2
tS(AGA)D2
GCN2
AMD2
FMP16
STP4
CFT1
SIR4
RAD34
SPP41
UGA4
PCL9
STF1
YDR210W
SDH4
FIT1
GDH2
UGX2
TRP1
YDL186W
RAD59
SSD1
RAD9
SPO71
SPC110
NOP8
YOR082C
YOR385W
DSE3
ASE1
ZPS1
YOR139C
YOR333C
YOL046C
SMC5
DCS2
DED1
IZH4
YOR387C
YOR248W
SNU66
RTC1
GRE2
NUP1
FIT2
ULS1
PIN2
HPF1
GDH1
CRC1
CMK2
TIR2
YOR020W-A
WHI5
ZEO1
PDR5
RPB10
TOP1
ARP8
RIB4
BDS1
FIT3
DDR2
ARG1
THI20
ALD4
PUT4
YOR186W
IFM1
MDH2
DIA2
IDH2
YOR192C-C
SLK19
YOL163W
YOR055W
HST3
ARG8
STI1
NOP19
tK(UUU)G2
snR46
BTN2
SCW11
ALK1
ADH4
PNC1
YGR130C
STF2
DSD1
DOC1
YGR237C
ART5
GSC2
VID30
YGL177W
PDC6
NQM1
YGL117W
STR3
YGR067C
CLB1
LEU1
YGL217C
MAD1
FYV8
SNT2
COX4
INO80
YGR269W
ECL1
MPC3
SGF73
YGL188C-A
TFC4
GND2
RAD54
PAU12
PYC1
SCM4
MUP1
ZRT1
CGR1
THI4
DAM1
RAD2
SPG1
CRH1
ZIP2
CTT1
SYF2
HOP2
UGA1
PMC1
MSB2
YLL056C
TMA10
IRC20
YCS4
SIC1
ACO1
FRE1
STU2
PUN1
SPA2
YCT1
SHM2
MIM2
RSC2
HSP104
AVL9
FBP1
SFI1
THI73
SGD1
MMP1
snR57
HSP60
MET17
YLR154W-B
snR44
IMH1
SUL2
CAR2
NCW2
IFH1
AHP1
GRX8
YPS3
PUT1
TAR1
snR30
HMX1
JLP1
YLL059C
SMC4
YLR053C
GSY2
IDP2
YLR154W-F
COX17
SWC7
YLR307C-A
ATG26
PDC5
YLR154W-E
THI7
TFS1
IOC2
PAU4
UBR2
SIR3
UBI4
CFT2
FMP27
COX12
BUR2
RDN5-1
COX8
CTS1
CPR6
VPS13
OPT2
snR17b
KAR3
HSP82
CAR1
CLB2
SVS1
YPL088W
YPR053C
ATG41
NCE102
THI22
SPO24
ACM1
SUE1
PDH1
PDR12
YPR010C-A
GRE1
RGC1
OPI11
ALD6
UIP4
YPL261C
MF(ALPHA)1
MET16
TCO89
RAD1
GDB1
COA2
PBI1
REV3
tN(GUU)P
RLF2
NAB3
RRG8
CLN2
ODC1
DIP5
OYE3
IQG1
AIM44
GPH1
FRK1
YPR127W
NIP100
CTL1
PGM2
ICY1
HUG1
GAT2
RPM2
SNZ1
EIS1
snR83
TSL1
PHO84
HFA1
HXT2
BUD22
snR86
YET2
CTF13
GCV2
MSC1
CYB2
YOX1
SPT5
FET3
RNT1
VBA1
ADH2
DIA1
PAI3
CDC5
GAD1
RRN11
RIM9
MIX17
CIK1
ESC1
YML037C
ALD2
ADD37
SPG4
SIP18
YMR122W-A
COX7
NAB6
URA10
SGS1
ERG5
TMA23
ECM16
HOR7
HOF1
YMR001C-A
SRC1
ALD3
YMR045C
YBR116C
SUL1
YBR284W
AMN1
YBR071W
HTB2
TKL2
SSE2
YBL029C-A
RTC2
TEL1
FMP23
TIP1
HHT1
OM14
FES1
FUI1
HTA2
HHF1
SPT7
QDR3
PHO3
SEF1
ACH1
SRB6
LSR1
ADH5
HSP26
PHO89
PAU24
RCR1
ECM13
SSA3
UGA2
SPP381
ICS2
YBR085C-A
RIF1
PHO5
RRT1
NRG2
ATG8
POL30
YSW1
"DUR1,2"
BRN1
REG2
YBR113W
RDH54
IRA1
YBL005W-B
YBR012W-B
HHF2
POL1
CIT1
MET2
YNL058C
COX5A
CHS1
MLS1
DSE4
PBI2
NCE103
BIO3
VAC7
YNL143C
snR19
RAD50
BNI4
CUZ1
HHT2
LST8
NME1
SUN4
POL2
MEP2
YNR065C
IDH1
EGT2
YNR066C
BIO4
TOS6
LYS9
snR49
EGO4
PCL1
MDJ2
THO2
YGP1
YNL018C
YNL046W
EAF7
GZF3
YJL213W
BFA1
DAN1
IML1
CYC1
HSP150
BUD4
PRY1
snR3
MET3
snR37
TDH1
SFC1
YJL107C
ARG3
SMC3
MET5
DAL5
CPA2
SPT10
SET2
TOR1
KAR2
RAD26
YJL027C
YJR154W
IRT1
PTK2
AIM23
ZAP1
ANB1
ASF1
SET4
QCR8
YJL133C-A
SRS2
YJL113W
JEN1
MTD1
MLP1
PRY2
SDH1
PTR2
MNN4
DYN1
RAD27
PIR3
YKR011C
SDH3
KTR2
CWP1
PET10
PCK1
HAP4
YKL102C
URA1
SPO14
SEG2
RRP14
MET1
SRY1
GAP1
YKR041W
OAC1
PEX1
ASH1
HSL1
TFA1
TOF2
PIR1
MIF2
MSA2
RCN1
YKR075C
MDH1
MET14
YKR040C
DAL80
SRL3
YKR023W
TIR1
BRR2
PRP22
"ARG5,6"
FTR1
ECM32
SPI1
RNR1
URA3
PRB1
SER3
SIT1
GLC3
SSA4
YER053C-A
CYC7
PIC2
RPR1
RGI1
SCR1
YER062C
YAT2
ICL1
VHR2
tK(CUU)E1
YER175W-A
TMT1
SRG1
MXR1
MET6
HXT1
YHR097C
DSE2
ARN2
GUT1
RTT107
PRP8
YHR138C
HXT5
YNG2
PTH1
QCR10
HXT4
LAM4
PHO12
ECM29
RTC3
FMO1
VMR1
ARG4
APM2
YHL018W
SPS100
DOG1
DUR3
YHR165W-A
SPO11
ERC1
SOD2
YHI9
ARO9
CRG1
MYO1
SPL2
RPR2
YIL165C
RPI1
IRR1
OM45
MPH1
TIR3
MLP2
YIR014W
RGI2
LYS1
SDS3
DAL7
SER33
YIL100C-A
DAL2
GUT2
YIL059C
DCG1
YKE4
MET28
KGD1
DAL3
HXT12
DAL4
MSL1
HIS5
GLK1
BUD31
CIT2
HBN1
PET18
BPH1
HSP30
GIT1
TAF2
SSK22
SNT1
RDS1
YCR024C-B
YCR101C
CHA1
MRC1
BUD3
AGP1
ADY2
SRB8
ADH7
IGD1
EPL1
AAD6
ULI1
HSP12
RIM15
SMC1
BUD27
PAU5
DAK2
MET10
AGX1
HXK1
GSY1
YFR052C-A
YFR016C
SMC2
GDH3
YAT1
SWC3
TFC3
ACS1
SEO1
SSA1
BDH2
AI4
ATP8
SCEI
AI5_ALPHA
COX3
Q0255
VAR1
AI5_BETA
COX2
COB
RPM1
AI2
tY(GUA)Q
BI3
BI2
