gene
SOR2
AAD4
CIN10
YDL094C
THI74
SPS1
PAU10
IZH1
YDR018C
RBS1
GNP1
MRPL28
RSM24
SND1
NUM1
PRP28
LYS20
TFC6
HEM1
HOM2
LRS4
YDL206W
ECM18
YDR338C
YDR526C
HSP31
GLO2
CBS2
EMI1
SLD5
BFR2
TSC13
CPR5
YDR271C
INH1
KEI1
AFR1
RPN6
SCM3
VPS64
HST4
YHP1
SDC1
UGO1
TMS1
KRE2
SNA4
YDL199C
PSP1
MRP10
FAD1
BCP1
YDR406W-A
YDR199W
HEL2
YDL242W
YRB1
AHA1
FIN1
YDL176W
GGA1
YDR544C
TFB3
snR84
YDR034W-B
MPS1
YDR061W
MAK21
YDR169C-A
ESC2
SIP1
VBA4
tR(ACG)D
MSH6
YDR042C
DHH1
SNX41
snR13
PCF11
YDR319C
RPL27B
VTC5
tD(GUC)D
BSC2
NRG1
SAC6
VPS61
IDP1
GPI11
YDR239C
FDC1
tK(CUU)D1
HNT1
MZM1
ARX1
YDR182W-A
TCP1
YDR476C
LYS21
HEH2
PDC2
YDL071C
PDS1
CDC37
URC2
PMT7
PEX10
RXT3
PTC1
YDL086W
SEC26
SED1
YDR381C-A
YDL023C
RPS16B
EHD3
YOS9
GRX2
RIB3
RTR2
YPQ2
YDR278C
TFB5
COQ4
YDL247W-A
DIA3
tA(AGC)D
YDR109C
PKH3
RPN9
MTF2
MRK1
YDR193W
HNT2
ATP17
MFB1
SYF1
ESF1
MFG1
INM2
ADA2
SCC2
tF(GAA)D
tT(AGU)D
DPL1
RKM2
YDL163W
HEM25
PLM2
PRR2
AKR1
HXT6
FRQ1
TRP4
TRS23
BNA7
YDR157W
OMS1
CRD1
MET32
TRM3
YDL187C
RGT2
HLR1
DPP1
TPI1
GRX6
PEX19
YPS7
SNU23
GYP7
APC4
YDR118W-A
SAC3
ALT2
MTC5
YDL034W
RRG1
ATP16
FYV1
GLT1
RRP8
TOM1
RAD61
EBS1
SNM1
STB3
MRX14
YDL159W-A
OST4
YDL240C-A
YDL152W
NPL3
YDL022C-A
YDL114W-A
STE14
YDR464C-A
YET3
YDR053W
YDL012C
CWC21
BDF2
RPS13
RDI1
VAM6
YDR354C-A
SLM3
DBP10
UTP5
YSP2
SLC1
STL1
NCB2
NUP84
REG1
RPT2
FMN1
SNQ2
CPR1
ERD1
NSI1
AHK1
SUP2
IWR1
COP1
YDR203W
QRI7
ATG9
COX20
RPC11
RPL31A
YDR415C
FCF1
NOP6
GIS1
OSH2
GPD1
YDR413C
YDR391C
RLI1
SNU56
THI13
CSN9
CDC36
RPO21
TRM1
RCR2
LCD1
SEC5
SRP14
YDL041W
YDL241W
RPL13A
MTH1
HRQ1
JIP4
PEX5
TRS120
RPP2B
YDR102C
PPH22
MRP20
SSN2
UBC5
MKC7
YDL157C
USO1
OPI6
CLB3
EKI1
RPL35A
VCX1
SUM1
MHF2
ARO1
ITR1
YDL162C
tS(AGA)D3
SPC19
CWC15
LDB17
SEM1
YDL221W
NUR1
EFT2
GPI8
CAB5
MRPL1
NTH1
PTP1
SSY1
INO2
MRPL35
ENA1
RPS11A
BAP3
YDL057W
COS7
YDR008C
YDR029W
VPS72
ADE8
ENA5
RTN2
GCV1
SNF1
CHL4
YDR514C
MHR1
RRI1
GET3
YDL068W
YDL026W
YDL124W
HO
RRP42
UTP4
UGA3
HIM1
PPZ2
MSS4
MUS81
SPG3
CDC13
YDR396W
HSP78
NGG1
BUG1
ARO10
TMA17
KGD2
TRM8
MSS2
SLF1
YDR133C
LSM6
PRP3
DIT1
MSW1
SIZ1
ARG82
YDR187C
SAC7
YDR417C
TRM82
ATG20
YDR426C
YDR521W
SSS1
GPM2
SES1
RPT3
DAD4
YDR003W-A
PLP1
MNN10
YDR431W
MSH5
RPL41A
ENT5
HED1
GPI17
NHP10
HTA1
RPL12B
HTB1
SAM2
RPS17B
PRM7
SHS1
YAP6
VPS3
BUD30
CNL1
DXO1
ATP5
PMP3
YDL185C-A
EMT1
MPH2
PDR15
DON1
YDR269C
TSA2
NKP1
BCS1
ENT1
LHP1
TVP23
MBP1
YDR344C
SWA2
GTB1
tI(AAU)D
YDL032W
NHX1
PUS9
tL(CAA)D
TIM22
snR63
SWR1
KNH1
CDC9
ATO3
YDR149C
DNF2
PAA1
CCT4
PST2
AIM7
FAP7
RAD57
CTH1
KRS1
AIR2
YDR286C
SUP35
DLD1
VPS41
LPP1
DOA4
HEM12
YDR215C
CIA1
PEX7
SHR3
YDR249C
CWC2
HEM13
tK(UUU)D
TFB1
YDL159C-B
YDR222W
YDR510C-A
YDR401W
UME6
MED2
HDA2
YDR543C
NHP2
YCF1
YDL114W
VHS1
ASF2
IVY1
YDR095C
VPS54
PHO2
RPB7
CTA1
EUG1
PST1
LUC7
UBC1
NOP1
RTT103
STE7
KRE28
RGP1
SAS10
SHE9
GMC1
DTD1
RAM1
MRH1
ARO3
IRC3
SMT3
PSA1
DIG2
QRI1
YDL085C-A
ATP22
HXT7
RRP1
PHO13
RPL4B
YDL121C
SNA2
tG(GCC)D2
UFD2
SIT4
BMH2
UBC13
SEC1
TGL2
RPN4
RTK1
PHO92
GLE1
CCC2
GIR2
NOP14
tI(UAU)D
SDH6
SPR28
ERP3
GIN4
MCD1
YDR524C-B
CTS2
EAF1
YDL180W
SRF1
MSN5
SBE2
RPC53
YDL177C
HSP42
CDC40
GIC2
ADY3
YDL228C
CMR1
YDL016C
tX(XXX)D
YDR524W-C
NDE2
PRO1
SFA1
OPI7
REF2
ASP1
MRPL7
PCL2
TMN2
TRS31
PRP9
TLG1
SUB2
ACK1
ZIP1
SSB1
PEX3
LYS14
GAL3
tS(AGA)D2
PAC11
STE5
MRX8
DUN1
NBP2
SSF2
RPS29B
NAT1
TAF12
YDR124W
BRE4
RVB1
UBC9
STP1
YDR491C
UTP6
GPR1
TPS2
API2
RKM4
DIT2
RPS18A
ARH1
ACL4
YDR090C
SLY1
AGE1
AIM6
CCT6
RPL41B
CAB1
tG(GCC)D1
ADK1
MCH1
HEM3
YDR537C
PUF6
PIB1
KIN28
tV(CAC)D
YDR340W
RPN5
RPP1A
GCN2
EXG2
YDL211C
BRE1
UBX3
SVF1
IPT1
AMD2
PEP7
VPS60
HKR1
UBP1
UBA2
PHO8
MCM21
NSE4
BPL1
URH1
SPS2
PAR32
RNH202
PHM6
UPC2
NVJ3
UBX5
ARP10
DLD2
VPS52
SRB7
ARF1
MRPL11
SWI5
BUD26
YDL158C
VMA1
PAM1
tL(UAA)D
NUP42
YPR1
RSM28
HPT1
FMP16
HPR1
MIX14
RMD5
TSR1
YDR048C
OCA6
SWF1
IPK1
CDC48
YDR262W
tQ(UUG)D3
HXT3
PET100
YDR433W
YDL144C
YDR306C
SRP101
YDL009C
YDR290W
MRX10
SEC7
HMO1
YDL218W
YDL062W
STP4
RPL37B
IRC2
PAD1
YDL011C
YDR355C
CFT1
RRP17
APA2
SIR4
RSM10
YDR015C
APC11
LYS4
SDH7
FPR2
YDL086C-A
YDR250C
RMT2
RMD1
GUK1
PSF1
RAD55
PMT1
YDL007C-A
RPP1B
TVP15
PEX29
tS(AGA)D1
CYK3
MTQ2
YRA1
tQ(UUG)D2
YDR327W
LCB2
SAN1
YDL172C
PBP4
CRF1
BSC1
NRP1
YDR246W-A
YDR371C-A
GRH1
GCS1
YDR467C
PPH21
TMA64
RAD34
DOT1
RSC3
MDH3
GUD1
QCR7
GPI19
snR47
YDL196W
PPN1
YDR445C
MRP1
tQ(UUG)D1
PKH1
EMI2
YDR509W
NUS1
ARF2
YDL118W
PRP42
RTN1
RVS167
YDR209C
VMS1
SNF3
FAL1
TRR1
DET1
NSE3
DOP1
MSS116
DYN2
CDC34
KIN1
ATC1
YDR183C-A
LRG1
EMC10
YDR541C
SIR2
UPS3
SKP1
RRP45
tV(UAC)D
GRX3
MAF1
CAD1
KCS1
RAD30
YDR444W
YDR341C
YDR154C
SPP41
YDR132C
UGA4
SXM1
FMP45
VPS74
YCG1
ADR1
STN1
WHI4
SEC20
YDR010C
SOK1
CDC1
POL3
PCL9
COX9
RAD28
DAS2
RBA50
RQC1
PMT5
PRP11
RUB1
TIM11
STF1
YDR210W
SWM1
CDC7
SNF11
CBS1
YDR455C
MFA1
PPM1
SYO1
DPB4
SDH4
SLX5
FIT1
SPT3
YDR034C-A
CDC53
YDR535C
RAV2
YDL050C
YDR524C-A
YDL109C
GCD6
FOB1
SUF3
YDR274C
TAF10
RPA14
HBT1
PPH3
ENA2
ASM4
YDL129W
GDH2
SUR2
YDR131C
YDR230W
PAL1
UGX2
TRP1
SEC31
DIN7
YDR220C
TIF35
COX26
ARO80
YDL186W
GGC1
YFH1
RGA2
ARP2
MSC2
YDR094W
XRS2
SLU7
DFM1
APT2
ECM11
YDL183C
YDR194W-A
YDR114C
YDR442W
RAD59
DAD1
CYM1
YDR366C
WIP1
SSD1
PFA5
YDR022C
RAD9
DBF4
MRX9
SPO71
RPL35B
YDR248C
SHU2
DOS2
THI3
YDR461C-A
BTT1
NPC2
IRC4
SAS4
MGT1
TRS85
MRPS28
SPC110
YPD1
YDR320W-B
HXT15
YDR170W-A
YDR210W-B
YDR210C-D
YDR316W-B
YDR261C-D
YDR261W-B
YDR365W-B
YDR098C-B
YDR034C-D
GSP2
HES1
RRT8
tG(GCC)O1
NOP8
snR8
YOR082C
THP1
YOR114W
YOL085C
YOR385W
SPR2
MCH4
YOR019W
NOC2
YOR345C
RPA190
MPD2
YOR392W
MTR10
LPX1
CKB2
DSE3
PLP2
tK(UUU)O
WTM1
ELG1
IRA2
SPE2
RDL1
ASE1
VPH1
ZPS1
TRS33
PFA4
HNT3
tN(GUU)O2
ITR2
AIM41
HMI1
CRT10
YOL079W
YOR389W
MKK1
SFM1
YOR139C
GCY1
PRE6
AHC1
TRM11
STE4
YOL013W-A
RPL18A
LAS17
YOR333C
ALA1
YOL046C
YOL029C
YOL155W-A
YOR072W
PAU20
snR58
SMF1
TMA16
PUP1
YOL107W
MOD5
YOL013W-B
YOR343C
CMR2
YOR381W-A
INP54
ECM3
RET1
YOR365C
RPB11
TAT2
AIM39
RRI2
HIR2
CPA1
SIA1
SMC5
YOR052C
SPR1
RPP2A
CIN1
MSH2
FSF1
DCS2
VAM3
LEU9
