gene
NUM1
PRP28
LYS20
YDL206W
AFR1
VPS64
YHP1
YDR034W-B
MPS1
MSH6
VTC5
NRG1
VPS61
YDR239C
SCC2
HXT6
SAC3
RAD61
VAM6
YSP2
STL1
NSI1
AHK1
GIS1
GPD1
LCD1
YDL241W
SSN2
USO1
VPS72
RTN2
GCV1
CHL4
HO
HSP78
ARO10
YDR133C
PRP3
HTA1
SAM2
PRM7
YDL185C-A
PDR15
TSA2
MBP1
SWR1
ATO3
DNF2
HEM13
UME6
ASF2
VPS54
PST1
SHE9
MRH1
HXT7
NOP14
GIN4
MCD1
HSP42
GIC2
ADY3
YDL228C
ZIP1
UTP6
TPS2
DIT2
HKR1
SWI5
BUD26
tL(UAA)D
FMP16
HXT3
YDL218W
STP4
CFT1
SIR4
CYK3
SPP41
UGA4
YCG1
PCL9
RBA50
MFA1
HBT1
GDH2
YDR220C
COX26
RGA2
ECM11
RAD9
SPO71
SAS4
SPC110
YDR210C-D
YDR261C-D
YDR034C-D
YOR385W
MTR10
DSE3
IRA2
ASE1
ZPS1
GCY1
YOR333C
YOL046C
SIA1
SMC5
IZH4
NDD1
YOR387C
YOR248W
GRE2
PET127
REV1
PEX27
NUP1
SKM1
GAC1
MSB1
FIT2
snR31
ULS1
PIN2
HPF1
CMK2
SFG1
FRE5
PSK2
SSP2
KIN4
ADE2
NBA1
PDR5
LDB19
MCH5
YOR329W-A
RGA1
RFC1
MUM3
AVO1
HAL9
FDH1
MSB4
ARP8
RIB4
YRM1
FIT3
STE13
DDR2
ARG1
THI20
ALD4
PHM7
PUT4
PAP2
MSA1
YOR072W-A
EMT2
PTP2
SRL1
YOR186W
IFM1
DIA2
SLK19
TEA1
PKH2
YOR055W
tV(AAC)O
YOL014W
HST3
NOP19
tK(UUU)G2
BTN2
SCW11
ALK1
PTI1
HUR1
ESP1
TOS8
ADH4
RTS3
ASK10
KIP3
STF2
SOL4
SLH1
YGL102C
SLD3
BNS1
YGR237C
CCH1
GSC2
PDC6
NQM1
NNF2
RCK1
YPP1
CLB1
YGL217C
MDS3
BIO2
SNT2
YGR269W
YAP1802
FMP48
PSD2
MND1
MPC3
SGF73
YGL188C-A
TFC4
KEL2
GND2
YGL036W
MIG2
MPT5
YGR168C
PYC1
SCM4
MUP1
YGR121W-A
IME4
TPO2
CDC20
YGR035C
ZRT1
YGR066C
CGR1
THI4
DAM1
RAD2
MEP1
SPG1
YGR201C
CRH1
HFM1
ZIP2
ROM1
CTT1
SYF2
YGL039W
VHT1
UGA1
AGA2
TMA10
PDP3
GIS3
YCS4
YLR222C-A
SHH4
SIC1
FRE1
RFU1
YEH2
STU2
PUN1
SPA2
SPO75
YLR278C
YCT1
SHM2
RMP1
ACE2
HAP1
SPO77
MIM2
RSC2
SKG3
YLR419W
HSP104
YLL053C
FBP1
SFI1
ECM30
snR57
MET17
YLR154W-B
GAL2
SMC6
IMH1
COX19
CAR2
NCW2
IFH1
INA1
YPS3
PUT1
TAR1
snR30
HMX1
YLL044W
JLP1
RAX2
YLR379W
SMC4
YLR053C
GSY2
IDP2
YLR154W-F
CSF1
YLR307C-A
ATG26
PDC5
YLR154W-E
THI7
TFS1
IOC2
TOS4
YLR042C
UBR2
SIR3
DCK1
CFT2
LEU3
FMP27
SWI6
BUD28
BUR2
MNL2
RDN5-1
MMS22
CTS1
PAU23
YLR227W-B
RTT10
ROX1
SRO7
OPT2
snR17b
YPL250W-A
KAR3
TPO3
HSP82
CAR1
AXL1
GIP3
SVS1
YPL088W
ISR1
NCE102
LEE1
POC4
SPO24
ACM1
CTR1
YPR174C
SUE1
tC(GCA)P1
PDR12
GRE1
RGC1
OPI11
ALD6
UIP4
MF(ALPHA)1
MMS1
YPL142C
RAD1
MUK1
GDB1
tW(CCA)P
PBI1
YPR108W-A
REV3
tN(GUU)P
GCR1
HAA1
FHL1
ARR3
MRX4
RLF2
NAB3
CLN2
ODC1
DIP5
OYE3
IQG1
YPR117W
KAR9
AIM44
GPH1
RGL1
FRK1
SWI1
SYT1
PLC1
SEC8
YPR127W
EEB1
AQY1
PMA2
NOP53
ATH1
CTF19
NIP100
YML020W
PGM2
ICY1
RCO1
TRI1
SHH3
HUG1
RPM2
CLN1
SNZ1
SOK2
SOV1
YMR245W
snR83
YML131W
PHO84
HFA1
HXT2
tV(AAC)M2
