PC,variance_explained,std
1,0.03796100179314919,0.00042665322533299725
2,0.019900552042966296,0.0001739225613194326
3,0.01735890503789548,0.0002947766519605233
4,0.012413066463540571,0.00015232472907505132
5,0.011270602357900561,0.0001246473487115891
6,0.008496047617162269,0.00012809802235270524
7,0.007965836370557157,6.197368950790021e-05
8,0.007287555737654267,6.474385930867954e-05
9,0.006271228569864878,4.416334791300955e-05
10,0.004845683165604177,4.971897531267881e-05
11,0.004439884691486796,4.637092403662499e-05
12,0.0038820031779586827,2.936076800785404e-05
13,0.0034551988259823637,2.8466502013699316e-05
14,0.0032986677992004887,3.2421403616322087e-05
15,0.003020013850147658,2.2576438971878973e-05
16,0.00293408114330795,2.1542132347048134e-05
17,0.0028581622893110417,3.012786721786188e-05
18,0.002775298393561843,3.4000829231560235e-05
19,0.0025655645715869915,4.490105480387617e-05
20,0.002428434888575326,3.134375857961502e-05
21,0.0023576247135192493,2.0944720281244857e-05
22,0.002301391188051038,1.9313964499987326e-05
23,0.0021738018083984206,2.8164207054292592e-05
24,0.0021088202011594736,2.0697268292482135e-05
25,0.0020451695270252827,1.5949893525678607e-05
26,0.0020052213368087204,1.3988102667852639e-05
27,0.001976838538415311,9.59022591709061e-06
28,0.001956621230636763,5.67205906894561e-06
29,0.0019338187572459167,1.2745806315722548e-05
30,0.0019145140811723086,6.02638103357978e-06
31,0.0018952878814427184,7.961305007595575e-06
32,0.0018836817619345481,7.743735236696909e-06
33,0.0018692869363342865,7.311953554013163e-06
34,0.001860590575580044,8.21906176886418e-06
35,0.0018472186355292261,4.005262910185002e-06
36,0.0018388627864244836,3.333950690444415e-06
37,0.001832677444984458,3.206001242950375e-06
38,0.0018247209209730222,4.029237275696034e-06
39,0.001817572148521489,3.6935610199591397e-06
40,0.0018120566614794843,4.788360649563318e-06
41,0.001806435433168305,4.253816577966862e-06
42,0.0018005271985101449,4.166993952541839e-06
43,0.0017929081813010494,4.547183661278755e-06
44,0.0017868905868926926,4.6038521197357995e-06
45,0.0017816479382109247,4.08385771785512e-06
46,0.0017761685556186757,3.360025507825393e-06
47,0.0017712355562891414,2.987425637476433e-06
48,0.001766812965974009,3.5693250009576172e-06
49,0.0017624287927670865,3.4366491863704373e-06
50,0.0017565611667230085,3.7024899335983876e-06
51,0.0017537071746357208,3.889049718736945e-06
52,0.001749121073346203,3.733149841172811e-06
53,0.0017447309253785053,3.876564900836292e-06
54,0.0017405154283216373,5.110510311931989e-06
55,0.0017371504674660418,3.748048317714427e-06
56,0.001732793470000135,3.4704065630484452e-06
57,0.0017280107137573374,3.981887283156845e-06
58,0.0017230177690653737,2.275658018045205e-06
59,0.0017197565101630696,3.332322901148032e-06
60,0.001715582315379599,3.5799667593206907e-06
61,0.001713339203769777,3.933832852537303e-06
62,0.0017090247047451066,4.032088348118125e-06
63,0.0017063573037337995,4.360361899099346e-06
64,0.001702715156785916,3.924997992407303e-06
65,0.001699186055086005,5.365349117147786e-06
66,0.0016948197249140038,3.3408588572077922e-06
67,0.001691346452340199,2.9154202034805004e-06
68,0.0016889041250066751,2.807078257588749e-06
69,0.0016853983034333029,3.6085890788960563e-06
70,0.0016821907146455511,2.92726039513961e-06
71,0.0016787194308344343,2.7994857957290543e-06
72,0.0016753660102822629,2.925448036267348e-06
73,0.0016719961947666163,3.33855447514105e-06
74,0.001667936923221235,3.0340551277637343e-06
75,0.0016640941778988537,3.1558144879378138e-06
76,0.0016607151052239408,3.4637042668304383e-06
77,0.0016583769507481246,3.1779867549131438e-06
78,0.0016559398389060982,3.2817156042555004e-06
79,0.0016510864893688494,3.7334845894922505e-06
80,0.001649547416002396,3.246499604862862e-06
81,0.001646674159161421,3.7954921452419754e-06
82,0.0016442473671112775,3.0524870965721366e-06
83,0.001640451975578447,3.223500125686019e-06
84,0.0016370383074429064,3.513105614241943e-06
85,0.0016347520491527367,3.6976806745875107e-06
86,0.0016305179181485981,3.5542570221460274e-06
87,0.0016275419077046828,3.1169576816124163e-06
88,0.0016238487830303459,3.7916193005459423e-06
89,0.001620683999384506,2.714159413761272e-06
90,0.001617794480206983,3.4597558344237596e-06
91,0.0016149944525022312,3.4128747186044537e-06
92,0.0016131439603330132,3.1316563837660527e-06
93,0.0016107203889837768,3.249525243266848e-06
94,0.0016076918227816638,4.0154162492613974e-06
95,0.001604625945523655,4.1545957531114e-06
96,0.001601332046532003,4.064519787284398e-06
97,0.0015993660889277016,4.74724219230734e-06
98,0.00159631765105073,4.697002548588745e-06
99,0.0015945977660500306,3.89573186838271e-06
100,0.001592047978000189,4.3190497056255e-06
101,0.0015880530823838546,4.291289152537761e-06
102,0.0015848911858059945,3.60854856237807e-06
103,0.001582406044795432,3.1540099700224597e-06
104,0.0015801534437348886,4.346077207475833e-06
105,0.0015768670770070822,4.597127862568273e-06
106,0.00157487277940146,4.330746706385543e-06
