,rich_media,30c,dglucose,ros,osmolytes,shuffled
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.022690749513787797,0.3031198011767264,0.4109103634051467,0.0901581531445681,0.25164086605917535,0.025097969196233166
2,0.0408555080354398,0.4567242174150951,0.7257694218392613,0.2781485288730503,0.5055268783390664,0.049032249631659856
3,0.214670680100155,0.6110517266775319,0.8588918020099482,0.5964914392077393,0.6234043017570641,0.0785217289184049
4,0.6525838033486294,0.6869058444448098,0.8643554205144178,0.7423071081377941,0.7114629080228431,0.1063059265774995
5,0.9805300706949903,0.7010797245808144,0.9270161873568695,0.7600437105221075,0.7672460021236275,0.13041721301161738
6,0.9889712687931883,0.7470514594956862,0.9563683827106616,0.7619512311642321,0.9114838445538779,0.15482130808378167
7,0.9894736445001668,0.7814237289529912,0.987118604263335,0.7662732978521621,0.9346504055537931,0.18094655892765799
8,0.992914501639182,0.8890869539628897,0.9941605037103952,0.7694376590934735,0.9547348179045771,0.2081776101554401
9,0.994192837602531,0.9392571979568057,0.9963098368898332,0.773725549287362,0.9558641491907741,0.2359587762407923
10,0.994628469925046,0.9426308050167709,0.9964800143544391,0.7745120425572566,0.9566617206248321,0.26198981977240027
11,0.9947494408339668,0.9452946512876542,0.9970733228092605,0.8020540667811464,0.959626524613545,0.28263208920740157
12,0.995507361386967,0.9473429581247214,0.997794751718125,0.8443691604511101,0.9716383319497406,0.30870290169018055
13,0.9970320673239338,0.9503892902272396,0.9980424513637743,0.9064299292552865,0.9834005716244318,0.33646091365896824
14,0.9980502059551283,0.9519553654360253,0.9981770317580624,0.9218487515196531,0.9912657658121488,0.3622074305541161
15,0.9983092051940754,0.9681911194323565,0.9982188808558606,0.9467074518697451,0.9928028145752877,0.38879154446413744
16,0.9984050155018179,0.983090758985398,0.9982579953240859,0.9593186129616599,0.993784086359366,0.4127766046943125
17,0.9986060791129535,0.9922886175639407,0.9983079433521111,0.9678337399773361,0.995664700824611,0.4404139346020017
18,0.9986466229110972,0.9927962878054335,0.9983339778355594,0.9698543992866848,0.9959790571134531,0.46270681023851307
19,0.9987041601485585,0.9938057540333282,0.9986785736472187,0.9706201193973403,0.9967970267222235,0.48819516838404603
20,0.9988795459088061,0.9951696832442299,0.998923797342834,0.9724974736471484,0.9970681775765403,0.5160005816424215
21,0.9989169696774307,0.9958907545249849,0.998973261919971,0.9771173423614871,0.9973663401291125,0.5364976175177856
22,0.9991365772589033,0.9970053734207105,0.9992458322555943,0.9832613237507787,0.997973992276831,0.5662528319742446
23,0.999427089645257,0.9973564875803507,0.9994495348037776,0.9871083612561025,0.9986076311590711,0.590497376030798
24,0.9996947415867316,0.9974122557051927,0.9995803208183539,0.9884815116039624,0.9987307949168985,0.6133049004213312
25,0.9998308655448449,0.9975406017967079,0.9996497912253393,0.9888475192268847,0.9990526868141592,0.6426023450989974
26,0.9998425329680386,0.9976910318089983,0.9996716150877979,0.9894944762818364,0.9994092267410576,0.6690519356448349
27,0.9998546428104671,0.9977842846939952,0.9997035824445022,0.9899143307765184,0.9994743626690892,0.6909907453603182
28,0.9998664820230257,0.9979870160762568,0.9997285259765434,0.9900271345754031,0.9995111194089047,0.7121349293875753
29,0.9998833226668765,0.9985200778096704,0.9997550403559674,0.9910531631876373,0.999547605761376,0.7360551719564232
30,0.999894893529997,0.9989736696753037,0.9998386921698509,0.9926506401607805,0.9996063947478522,0.7594480898211095
31,0.999907441829628,0.999453664300823,0.9998808900595972,0.9945656794100369,0.9996330053557632,0.7845756755466887
32,0.999917023901927,0.9995414667592453,0.9998962760942446,0.9955277112829203,0.999678063147964,0.8103472230394243
33,0.9999273373789744,0.9996246301031677,0.9999076844385101,0.9962692918270798,0.9997212124567234,0.8344825827904806
34,0.9999373642634417,0.9997032675859473,0.9999199857761019,0.9969787321246777,0.9997772540353028,0.8558363317924321
35,0.9999486682476043,0.9997618546019643,0.9999344199002356,0.9975529948899711,0.9998075345884647,0.8766836540389806
36,0.9999588420834028,0.9998162190240779,0.9999458241666027,0.9979900542202343,0.9998289165447268,0.9017111600020739
37,0.9999717518236501,0.9998587224414762,0.9999574429890296,0.9986159939036944,0.9998533259241563,0.9215071321742365
38,0.9999838211283958,0.999903891220053,0.9999703225045985,0.9990814751055992,0.9998807278146445,0.9504993898875274
39,0.9999916670697674,0.999949743922044,0.9999846078515061,0.9998148323075063,0.9999427694105739,0.9739016649627849
40,1.0,1.0,1.0,1.0,1.0,1.0
