,dglucose,rich_media,ros,30c,osmolytes,ancestry,shuffled
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.31399828997135354,0.06052721319033689,0.10451007508116321,0.26421846428127765,0.273913641720202,0.0,0.029178522586315394
2,0.6804181570945719,0.15724996507942507,0.2237637534661042,0.4514874827627972,0.4686395359811694,0.0,0.06292006120977224
3,0.7757505225993575,0.2561804930017147,0.42247914907063383,0.6016770564078596,0.6078389797982704,0.0,0.0951450370510845
4,0.8326023004768114,0.4451468129208718,0.712891569035688,0.7679609700067287,0.6731103866416491,0.0,0.12624904847773352
5,0.8961316949196441,0.8377236181700268,0.7625457374737691,0.7869389968917598,0.7541766389484587,0.0,0.16223523403772697
6,0.9387885744736346,0.9191214074302448,0.7835239481241589,0.8145459860230533,0.8828091635517509,0.0,0.19725288909529956
7,0.9884454668767445,0.9758757393189149,0.8050070414304132,0.8799833362647901,0.966843183461208,0.0,0.22882604143296756
8,0.9943754941664138,0.9825841261296603,0.8124894675037545,0.9225836084999469,0.9738486388667772,0.0,0.26053425829714455
9,0.9962493191799869,0.9865014439023919,0.8196616602550697,0.9502673102909781,0.9749601651903559,0.0,0.29753437612145467
10,0.997106640302141,0.9894402137923374,0.8205915577452748,0.9559691417448412,0.9757374662496011,0.0,0.3279987843587931
11,0.9975260043095305,0.9899296203320787,0.8438357488255588,0.9597556771102922,0.9767668329151311,0.0,0.3600974561626366
12,0.9984613246908719,0.9925027230322708,0.8811610860371212,0.9619354474679153,0.9830973529645348,0.0,0.4026898433163864
13,0.9986902811800307,0.9952227383986848,0.9111707853279443,0.9631248945536551,0.9912082776105152,0.0,0.4373904499331376
14,0.9988223153784009,0.9962995368614592,0.9161115344580216,0.9644901824388111,0.9958830352275453,0.0,0.4724899822917877
15,0.9988561412210385,0.9965759420475647,0.9216692943041345,0.9716976112670878,0.9968888181608602,0.0,0.5086217721812837
16,0.9988770468533549,0.9967813131170705,0.9263014319834911,0.9810611214971501,0.9971265066924621,0.0,0.5391311989728379
17,0.9989377878648278,0.9973005219431483,0.9396741819651697,0.9943016348883823,0.9979225556905825,0.0,0.5697328830472272
18,0.9989847614100017,0.9975865510896628,0.9429862902510201,0.9947884607352623,0.9982639318139527,0.0,0.6052183291483235
19,0.9990833312582029,0.9980705773786372,0.9649620353806166,0.9949242960602996,0.998571402344373,0.0,0.6314899013871563
20,0.9993200592547534,0.998268008165851,0.9791225813423315,0.9961386634329603,0.9993325459371083,0.0,0.6670712963861787
21,0.999491837025633,0.9984800163606523,0.9862807768739947,0.9972892139794042,0.9995021939186243,0.0,0.7033567366173457
22,0.9995409069515114,0.9985756670043789,0.9881462678839887,0.9978342313878508,0.9995295744130419,0.0,0.7327490346948956
23,0.9997493779818808,0.9989542220015091,0.9896457675349818,0.998937034806544,0.9996001510283103,0.0,0.7658937184336897
24,0.9998157025732818,0.9994002508318811,0.9897360988799494,0.9990567864899038,0.9996947956326094,0.0,0.8005732532328641
25,0.9999143170482676,0.9998859329515101,0.990515350634638,0.999135427387074,0.9997332205011055,0.0,0.8333146483959122
26,0.9999352160182869,0.9999268426364262,0.9913788718030693,0.9992410178859467,0.9998641492286279,0.0,0.8686704715236092
27,0.9999565831644794,0.9999422584545816,0.9938448900728987,0.999373607512223,0.9999459308534894,0.0,0.9010949710069852
28,0.9999740055575859,0.9999596693154373,0.9975080876505048,0.9995415593848044,0.9999643693447001,0.0,0.9312726043215442
29,0.9999874703510283,0.9999831825368609,0.9991679336683466,0.9997370519335295,0.9999859365931755,0.0,0.9670063640920064
30,1.0,1.0,1.0,1.0,1.0,0.0,1.0
